report_date,geoid,short_name,staffed_beds,occupied_beds,adult_covid,covid_per_cap,pediatric_covid,occupied_icu_beds,staffed_icu_beds,adult_covid_icu
2020-09-25,41180,St. Louis,7730.5999999999995,4902.700000000001,425.3999999999999,55.028070266214776,11.6,741.6999999999999,1092.6,143.1
2020-10-02,41180,St. Louis,7616.8,4760.9,423,55.53513286419494,11,724.8000000000001,1055.4,142
2020-10-09,41180,St. Louis,7675.500000000001,4931.999999999999,450.7999999999999,58.73233014135885,6.4,739.8,1057.0000000000002,131.5
2020-10-16,41180,St. Louis,7904.2,4882.9000000000005,499.4,63.18159965587915,6.9,733.2,1057.1,151.7
2020-10-23,41180,St. Louis,7491.6,4696.799999999999,521.8,69.65134283731112,7.7,726.9999999999999,1047.2,158.3
2020-10-30,41180,St. Louis,7548,4841.8,620.3,82.18071012188659,10.4,745.1000000000001,1055.8,170.49999999999997
2020-11-06,41180,St. Louis,7462.9,5098.4000000000005,884,118.45261225528951,13.7,711.3999999999999,971.9,197.4
2020-11-13,41180,St. Louis,7404.6,4952.5,1092.3999999999999,147.5299138373443,17.4,726.8000000000001,983.4,242.20000000000002
2020-11-20,41180,St. Louis,6217.300000000001,4877.399999999999,1178.9,189.6160712849629,17.9,733.9000000000001,854,244.3
2020-11-27,41180,St. Louis,6150.2,4715.5,1167.1,189.76618646548079,15.6,728.5000000000001,863,261.9
2020-12-04,41180,St. Louis,6242.700000000001,4922.7,1136.7000000000003,182.08467490028355,19.4,747.0999999999999,872.3000000000001,267.40000000000003
2020-12-11,41180,St. Louis,6501.4,4976.500000000001,1202.6999999999998,184.99092503153165,27.6,746,876.5999999999999,280.6
2020-12-18,41180,St. Louis,6620.899999999999,4949.999999999999,1295.4999999999998,195.66826262290627,26.799999999999997,749.8,883.3000000000001,312.6
2020-12-25,41180,St. Louis,6588.0999999999995,4685.5999999999995,1262.2,191.58786296504303,19.5,732.7,874.7,294.20000000000005
2021-01-01,41180,St. Louis,6615.4,4958.600000000001,1249.6000000000001,188.892583970735,12.4,721.6999999999999,880.5,274
2021-01-08,41180,St. Louis,6476,5106.799999999999,1196.5,184.75911056207536,28.1,745.2,877.3,266.9
2021-01-15,41180,St. Louis,6378.8,5075.500000000001,1135,177.93315357120463,42.2,734.1,849.5,247.1
2021-01-22,41180,St. Louis,6350.500000000002,4965.6,997.0000000000001,156.99551216439647,29.3,719.6999999999999,836.7,204
2021-01-29,41180,St. Louis,6336,4876.6,859.5999999999999,135.66919191919192,31.2,686.1999999999999,819.4,183.2
2021-02-05,41180,St. Louis,6296.199999999999,4887.3,769.8999999999999,122.28010546043646,31.2,678.2,817.5,166.6
2021-02-12,41180,St. Louis,6220.9,4721.8,669.3,107.5889340770628,19.3,676.4999999999999,797.9999999999999,159.2
2021-02-19,41180,St. Louis,6315,4860.5,627.7,99.39825811559778,21.700000000000003,680.6,815.0000000000001,130
2021-02-26,41180,St. Louis,6317.700000000001,4955.200000000001,543.5,86.02814315336276,22.2,671.5999999999999,794.7,114.9
2021-03-05,41180,St. Louis,6299,4870.299999999998,504.29999999999995,80.06032703603746,19,654.5,795.8000000000001,112.69999999999999
2021-03-12,41180,St. Louis,6280.300000000001,4824,487.1,77.55998917249175,18.6,645.9000000000001,795.6000000000001,97.60000000000001
2021-03-19,41180,St. Louis,6151.600000000002,4760.800000000001,478.30000000000007,77.75212952727743,14.4,633.1,787.2,94.7
2021-03-26,41180,St. Louis,6095.300000000001,4734.299999999999,456.5999999999999,74.91017669351793,17.799999999999997,651.6000000000001,772.7,92.69999999999999
2021-04-02,41180,St. Louis,6074.100000000001,4722.9000000000005,441.99999999999994,72.76798208788131,19.5,633.6999999999999,770.5999999999999,79
2021-04-09,41180,St. Louis,6188.300000000001,4926.4,448.69999999999993,72.50779697170465,17.4,656.6,793.5,91.6
2021-04-16,41180,St. Louis,6193.5999999999995,4869,431.49999999999994,69.66869026091449,18.4,638.7,795.7,88.4
2021-04-23,41180,St. Louis,6196.5,4925.200000000001,423.3999999999999,68.32889534414588,21.4,638.8,788.9999999999999,98.89999999999999
2021-04-30,41180,St. Louis,6203.4000000000015,4895.300000000001,407.9,65.75426379082437,14.9,640.1999999999999,791,85
2021-05-07,41180,St. Louis,6193.7,4845.9000000000005,405.4,65.45360608360109,18.9,631.9,787,104.1
2021-05-14,41180,St. Louis,6182.9000000000015,4864.200000000001,336.5,54.42429927703827,15.3,646.9,783.7,87.8
2021-05-21,41180,St. Louis,6221.199999999999,4991.6,299.5,48.14183758760369,12.4,645.4,788.6999999999999,80.19999999999999
2021-05-28,41180,St. Louis,6162.4000000000015,4760.4,285.09999999999997,46.264442425029195,17.6,644.0999999999999,786.2,74
